farm_id,day,flock_type,ambient_temp,feed_intake_g,water_intake_ml,mortality_rate,egg_production_rate,disease_label
3,35,layer,23.62,101.6,163.2,0.11,83.3,0
3,36,layer,22.73,128.8,249.0,0.59,82.2,0
3,37,layer,23.63,120.2,247.2,0.08,60.5,0
3,38,layer,27.35,79.8,243.0,0.59,52.2,4
3,39,layer,20.84,138.9,288.5,0.13,76.8,0
3,40,layer,26.98,150.1,290.6,0.49,91.3,0
3,41,layer,22.26,119.9,196.1,0.17,86.2,0
3,42,layer,21.61,117.1,210.4,0.27,66.6,0
3,43,layer,21.85,147.8,292.9,0.35,71.5,0
3,44,layer,27.66,107.4,244.9,5.33,60.9,3
3,45,layer,20.1,122.6,265.3,0.0,70.3,0
3,46,layer,23.51,140.9,266.2,0.65,74.7,0
3,47,layer,24.6,103.5,174.1,0.55,82.7,0
3,48,layer,21.94,106.6,186.4,0.37,72.7,0
3,49,layer,22.84,83.9,196.2,0.48,45.7,4
3,50,layer,24.39,121.3,234.9,0.19,59.4,0
3,51,layer,21.67,128.5,249.2,0.29,79.7,0
3,52,layer,23.04,111.9,195.8,0.53,77.0,0
3,53,layer,23.3,122.3,247.6,0.32,66.7,0
3,54,layer,23.0,150.2,277.3,0.71,81.2,0
3,55,layer,22.6,119.1,246.8,0.14,68.5,0
3,56,layer,21.0,85.0,258.2,0.0,64.9,4
3,57,layer,23.77,109.0,233.8,0.94,73.2,0
3,58,layer,26.51,111.5,242.9,0.01,76.1,0
3,59,layer,26.27,128.1,235.3,0.47,75.7,0
3,60,layer,25.56,113.6,243.5,0.22,71.7,0
3,61,layer,23.5,102.6,201.9,0.58,75.2,0
3,62,layer,26.19,106.1,240.5,4.24,73.1,3
3,63,layer,25.05,124.9,205.8,0.42,66.9,0
3,64,layer,21.88,137.1,258.1,0.56,73.3,0
3,65,layer,21.9,112.4,227.9,0.22,69.3,0
3,66,layer,26.33,142.8,258.7,0.55,74.0,0
3,67,layer,21.54,137.8,277.3,0.4,71.0,0
3,68,layer,24.15,149.1,265.8,0.04,85.3,0
3,69,layer,25.16,136.6,240.0,0.43,77.7,0
3,70,layer,26.11,118.2,227.9,0.29,77.5,0
3,71,layer,24.56,122.9,217.2,0.45,70.6,0
3,72,layer,22.02,136.3,285.9,0.22,81.6,0
3,73,layer,23.45,114.8,184.5,0.24,56.1,0
3,74,layer,25.8,145.7,311.0,0.17,82.3,0
3,75,layer,24.04,137.4,225.1,0.53,78.5,0
3,76,layer,25.85,127.5,271.3,0.84,81.5,0
3,77,layer,24.92,140.6,300.3,0.08,96.1,0
3,78,layer,24.05,96.0,159.6,0.0,72.4,0
3,79,layer,23.98,145.4,288.0,0.26,73.9,0
3,80,layer,23.04,109.6,239.3,0.0,72.8,0
3,81,layer,24.06,98.1,157.3,0.18,85.8,0
3,82,layer,23.57,130.1,214.9,0.35,66.1,0
3,83,layer,27.7,119.1,261.5,0.17,71.0,0
3,84,layer,24.43,89.3,250.8,0.19,75.8,4
3,85,layer,22.93,122.2,214.4,0.18,76.4,0
3,86,layer,19.59,109.2,182.7,0.2,90.2,0
3,87,layer,24.23,76.0,254.2,11.36,34.7,2
3,88,layer,24.66,77.7,216.6,9.22,25.4,2
3,89,layer,22.8,121.4,203.2,0.45,55.4,0
3,90,layer,22.6,146.6,293.8,0.08,65.6,0
4,1,layer,28.31,132.2,236.7,0.53,56.6,0
4,2,layer,26.4,113.8,211.5,0.21,65.4,0
4,3,layer,27.46,116.9,215.7,0.06,86.1,0
4,4,layer,28.53,124.2,250.0,0.07,74.5,0
4,5,layer,27.71,118.4,191.6,0.23,64.0,0
4,6,layer,29.7,115.6,193.0,0.35,74.1,0
4,7,layer,28.36,126.7,232.1,0.0,80.3,0
4,8,layer,29.86,127.5,237.7,0.13,64.4,0
4,9,layer,24.62,131.2,255.7,0.08,73.3,0
4,10,layer,30.78,119.5,383.0,0.04,59.9,1
4,11,layer,29.09,127.0,243.9,0.36,71.4,0
4,12,layer,29.33,119.6,226.0,0.51,77.6,0
4,13,layer,27.39,140.6,268.1,0.25,102.2,0
4,14,layer,29.62,129.7,252.1,0.26,86.7,0
4,15,layer,29.77,75.9,150.0,0.25,94.6,0
4,16,layer,26.64,74.5,206.8,5.99,66.1,3
4,17,layer,27.51,132.8,213.7,0.4,82.3,0
4,18,layer,29.97,137.7,283.7,0.51,78.5,0
4,19,layer,25.3,95.5,156.6,0.24,67.1,0
4,20,layer,28.64,129.1,229.8,0.14,75.0,0
4,21,layer,28.26,109.4,194.3,0.11,67.3,0
4,22,layer,28.02,129.5,244.2,0.05,81.4,0
4,23,layer,26.87,125.0,266.7,0.34,44.8,0
4,24,layer,26.37,131.7,267.2,0.4,79.8,0
4,25,layer,27.1,133.3,253.1,0.22,68.1,0
4,26,layer,27.33,90.2,212.3,2.99,71.7,3
4,27,layer,27.26,115.4,209.7,0.2,82.3,0
4,28,layer,30.28,94.4,280.0,0.7,63.2,1
4,29,layer,30.51,110.8,392.6,0.51,54.8,1
4,30,layer,28.3,113.2,246.2,0.3,46.7,0
4,31,layer,27.56,117.8,242.7,0.24,87.4,0
4,32,layer,30.66,95.1,267.2,0.62,72.0,1
4,33,layer,26.84,136.9,272.0,0.15,90.5,0
4,34,layer,27.49,88.2,196.0,3.52,57.6,3
4,35,layer,28.14,48.3,148.2,9.64,39.7,2
4,36,layer,26.22,95.7,282.2,0.61,68.6,4
4,37,layer,29.93,128.9,215.5,0.15,84.8,0
4,38,layer,28.91,120.8,254.6,0.44,81.7,0
4,39,layer,28.37,95.4,195.3,0.29,68.0,0
4,40,layer,28.62,123.5,268.9,0.17,72.9,0
4,41,layer,31.14,102.7,324.9,0.23,66.5,1
4,42,layer,26.96,101.1,217.5,0.0,72.4,0
4,43,layer,26.91,151.3,254.3,0.42,75.4,0
4,44,layer,28.2,114.6,238.9,0.0,96.9,0
4,45,layer,25.73,116.0,189.1,0.37,79.5,0
4,46,layer,25.38,126.9,236.4,0.33,67.8,0
4,47,layer,29.43,120.3,247.1,0.05,74.2,0
4,48,layer,26.67,76.3,246.4,5.09,30.0,2
4,49,layer,29.84,101.0,175.0,0.21,83.8,0
4,50,layer,28.54,112.7,225.1,0.17,71.4,0
4,51,layer,25.89,96.0,196.9,0.5,56.3,0
4,52,layer,31.34,81.1,229.8,0.11,63.9,1
4,53,layer,29.01,117.2,207.3,0.42,76.1,0
4,54,layer,26.97,134.4,243.5,0.48,73.1,0
4,55,layer,29.4,100.1,171.4,0.22,83.9,0
4,56,layer,28.6,130.6,241.1,0.38,79.4,0
4,57,layer,26.68,126.3,268.5,0.36,57.2,0
4,58,layer,29.96,61.2,133.3,4.92,64.1,3
4,59,layer,29.94,102.8,210.2,0.53,72.5,0
4,60,layer,27.65,126.9,231.3,0.0,89.6,0
4,61,layer,26.92,127.8,264.4,0.32,80.7,0
4,62,layer,30.68,84.0,280.6,0.11,64.0,1
4,63,layer,29.65,133.3,270.4,0.29,83.2,0
4,64,layer,30.26,88.6,247.2,0.06,52.7,1
4,65,layer,29.49,145.1,314.7,0.29,51.1,0
4,66,layer,27.99,118.9,250.1,0.39,74.4,0
4,67,layer,29.58,120.7,196.9,0.31,93.2,0
4,68,layer,24.27,136.5,229.1,0.1,63.8,0
4,69,layer,29.95,99.5,193.4,0.17,75.7,0
4,70,layer,25.53,136.7,278.8,0.27,68.1,0
4,71,layer,26.35,138.5,226.4,0.27,80.4,0
4,72,layer,27.86,100.1,205.3,0.19,72.1,0
4,73,layer,28.64,108.6,185.5,0.18,90.1,0
4,74,layer,25.59,110.2,190.0,0.27,57.5,0
4,75,layer,27.14,122.7,201.8,0.34,74.2,0
4,76,layer,25.98,132.4,213.1,0.5,86.9,0
4,77,layer,30.61,99.3,349.7,0.36,61.9,1
4,78,layer,28.12,119.3,232.7,0.0,71.7,0
4,79,layer,29.71,104.7,228.9,0.27,66.4,0
4,80,layer,27.71,95.9,195.1,0.28,75.2,0
4,81,layer,27.57,74.4,213.1,7.48,31.4,2
4,82,layer,31.99,92.4,294.9,0.35,58.8,1
4,83,layer,25.78,123.1,242.5,0.48,83.7,0
4,84,layer,28.89,131.5,252.9,0.02,67.1,0
4,85,layer,32.86,87.0,247.2,0.64,58.6,1
4,86,layer,27.62,93.4,150.7,0.0,75.3,0
4,87,layer,29.08,114.4,211.1,0.46,62.4,0
4,88,layer,29.66,104.4,222.3,0.49,80.7,0
4,89,layer,28.78,95.1,182.7,0.04,61.5,0
4,90,layer,26.29,99.5,189.5,0.13,72.7,0
5,1,layer,29.22,122.5,250.9,0.07,95.6,0
5,2,layer,26.8,131.2,219.1,0.48,84.8,0
5,3,layer,28.31,126.4,229.1,0.24,72.8,0
5,4,layer,28.58,111.1,193.4,0.72,85.2,0
5,5,layer,31.04,108.7,300.7,0.3,41.3,1
5,6,layer,29.37,106.2,177.5,0.22,66.0,0
5,7,layer,28.61,122.7,233.6,0.29,72.0,0
5,8,layer,32.93,107.5,351.7,0.65,66.1,1
5,9,layer,24.7,117.2,243.2,0.26,61.8,0
5,10,layer,28.5,109.5,228.0,0.31,74.6,0
5,11,layer,29.86,120.7,197.9,0.34,68.9,0
5,12,layer,26.71,109.7,198.5,0.26,68.8,0
5,13,layer,31.45,107.6,280.7,0.07,69.3,1
5,14,layer,29.41,142.7,234.0,0.59,79.6,0
5,15,layer,26.58,120.9,242.0,0.44,89.0,0
5,16,layer,29.58,123.3,253.3,0.51,92.0,0
5,17,layer,28.69,101.7,206.5,0.17,66.5,0
5,18,layer,30.57,94.1,291.2,0.6,56.0,1
5,19,layer,30.72,82.8,236.6,0.41,65.2,1
5,20,layer,26.84,130.5,255.4,0.05,83.5,0
5,21,layer,26.97,141.5,263.1,0.0,78.5,0
5,22,layer,30.21,92.5,330.3,0.36,66.6,1
5,23,layer,31.19,86.3,292.1,0.25,55.1,1
5,24,layer,25.25,129.6,258.3,0.57,81.2,0
5,25,layer,31.01,120.2,385.9,0.51,65.9,1
5,26,layer,32.41,90.1,268.4,0.02,68.0,1
5,27,layer,25.93,122.1,268.3,0.48,81.3,0
5,28,layer,31.25,110.1,326.2,0.3,80.4,1
5,29,layer,29.68,104.7,205.1,0.12,80.6,0
5,30,layer,29.92,140.0,282.7,0.39,79.1,0
5,31,layer,26.66,115.3,224.1,0.26,78.9,0
5,32,layer,27.26,117.8,231.3,0.42,63.7,0
5,33,layer,27.08,134.9,280.9,0.46,77.5,0
5,34,layer,28.51,112.7,184.9,0.15,72.9,0
5,35,layer,25.41,116.5,193.5,0.25,72.4,0
5,36,layer,25.47,113.1,235.0,0.09,63.0,0
5,37,layer,31.61,82.3,219.1,0.19,68.8,1
5,38,layer,25.03,117.7,228.2,0.36,71.4,0
5,39,layer,26.02,131.7,249.3,0.13,74.2,0
5,40,layer,26.5,85.2,173.3,0.46,93.3,0
5,41,layer,31.32,97.6,348.1,0.47,61.4,1
5,42,layer,22.22,98.0,206.0,0.23,84.5,0
5,43,layer,27.89,125.2,215.0,0.63,94.0,0
5,44,layer,24.68,133.0,265.5,0.08,77.2,0
5,45,layer,29.75,113.5,201.1,0.34,64.0,0
5,46,layer,29.1,107.3,226.1,0.4,69.7,0
5,47,layer,28.15,128.1,225.2,0.55,80.3,0
5,48,layer,27.44,116.1,219.6,0.17,65.6,0
5,49,layer,32.05,93.5,257.3,0.2,40.4,1
5,50,layer,31.21,91.6,253.5,0.0,65.0,1
5,51,layer,27.57,84.0,194.6,0.64,48.7,4
5,52,layer,25.76,115.5,188.2,0.37,69.3,0
5,53,layer,31.31,90.2,268.9,0.37,59.2,1
5,54,layer,30.36,97.4,289.9,0.56,64.6,1
5,55,layer,29.88,122.9,216.3,0.5,90.8,0
5,56,layer,29.53,128.0,226.1,0.59,83.8,0
5,57,layer,28.65,108.0,189.7,0.21,85.0,0
5,58,layer,26.68,124.5,271.5,0.0,75.9,0
5,59,layer,30.52,105.8,334.7,0.65,55.7,1
5,60,layer,28.33,128.9,259.7,0.18,66.8,0
5,61,layer,29.33,145.7,258.3,0.29,55.9,0
5,62,layer,29.12,104.9,224.6,0.13,87.6,0
5,63,layer,32.69,63.4,367.5,13.27,19.9,2
5,64,layer,26.61,156.2,261.0,0.16,76.5,0
5,65,layer,26.97,121.2,206.4,0.42,57.6,0
5,66,layer,25.05,107.1,174.6,0.24,76.3,0
5,67,layer,29.84,96.8,175.7,0.39,79.3,0
5,68,layer,27.7,135.6,233.9,0.13,74.3,0
5,69,layer,31.27,90.4,307.8,0.0,57.0,1
5,70,layer,29.25,126.7,243.2,0.2,74.7,0
5,71,layer,28.99,126.7,257.1,0.16,73.7,0
5,72,layer,27.7,123.4,223.6,0.53,53.1,0
5,73,layer,26.13,109.4,181.9,0.0,64.3,0
5,74,layer,26.47,114.1,193.2,0.24,63.0,0
5,75,layer,32.38,96.2,340.1,0.25,66.8,1
5,76,layer,26.33,145.5,298.6,0.37,94.9,0
5,77,layer,29.34,116.3,223.7,0.53,72.7,0
5,78,layer,28.76,138.3,263.9,0.0,81.7,0
5,79,layer,28.68,126.3,257.3,0.06,88.1,0
5,80,layer,27.46,132.8,291.5,0.23,75.7,0
5,81,layer,26.28,128.6,229.4,0.55,52.5,0
5,82,layer,29.65,74.3,204.3,11.62,26.6,2
5,83,layer,28.12,112.4,238.4,0.45,73.6,0
5,84,layer,28.15,118.8,231.6,0.29,74.1,0
5,85,layer,25.4,125.1,253.4,0.25,79.7,0
5,86,layer,31.29,92.8,314.1,0.16,57.7,1
5,87,layer,24.9,110.8,235.3,0.23,45.9,0
5,88,layer,29.37,102.2,212.9,0.39,68.9,0
5,89,layer,32.27,85.6,227.3,0.22,62.9,1
5,90,layer,29.92,115.1,246.1,0.15,65.0,0
6,1,layer,27.86,137.7,233.3,0.57,67.2,0
6,2,layer,29.82,136.7,266.2,0.44,70.9,0
6,3,layer,24.94,108.2,209.8,0.39,71.3,0
6,4,layer,31.55,99.5,260.4,0.16,55.7,1
6,5,layer,27.7,133.4,267.6,0.6,91.7,0
6,6,layer,30.44,86.8,244.9,0.45,54.8,1
6,7,layer,30.75,99.9,264.1,0.55,56.6,1
6,8,layer,27.97,119.7,197.3,0.68,64.3,0
6,9,layer,29.05,121.2,197.5,0.49,76.8,0
6,10,layer,29.0,108.0,195.0,0.45,73.3,0
6,11,layer,32.41,98.9,344.1,0.51,69.2,1
6,12,layer,29.91,102.9,203.8,0.31,72.6,0
6,13,layer,24.67,130.6,219.6,0.43,77.3,0
6,14,layer,27.85,93.1,198.6,4.16,65.8,3
6,15,layer,28.77,128.3,244.9,0.13,76.0,0
6,16,layer,27.95,116.8,209.0,0.35,74.7,0
6,17,layer,31.16,100.1,292.0,0.0,56.8,1
6,18,layer,29.29,105.9,177.6,0.44,92.3,0
6,19,layer,32.13,96.0,307.5,0.0,59.8,1
6,20,layer,28.5,105.3,205.4,0.32,66.5,0
6,21,layer,25.51,123.9,245.6,0.3,94.7,0
6,22,layer,31.79,102.9,304.1,0.73,59.3,1
6,23,layer,30.02,93.1,243.9,0.27,60.6,1
6,24,layer,26.68,144.4,296.6,0.06,52.4,0
6,25,layer,29.47,121.2,221.3,0.2,73.2,0
